raw_finding_id,scenario_id,family_id,context_variant,check_id,resource,file_path,severity_raw,check_name
4c0e218becda7b22,CTX-10-B,CTX-10,context_b,CKV_AWS_21,aws_s3_bucket.logs,/CTX-10/context_b/main.tf,,Ensure all data stored in the S3 bucket have versioning enabled
475c9dff3e652eda,CTX-10-B,CTX-10,context_b,CKV_AWS_21,aws_s3_bucket.target,/CTX-10/context_b/main.tf,,Ensure all data stored in the S3 bucket have versioning enabled
1a02eefdc983c933,CTX-01-A,CTX-01,context_a,CKV_AWS_144,aws_s3_bucket.access_logs,/CTX-01/context_a/main.tf,,Ensure that S3 bucket has cross-region replication enabled
02d9fd57cf2ed0fd,CTX-01-A,CTX-01,context_a,CKV_AWS_144,aws_s3_bucket.main,/CTX-01/context_a/main.tf,,Ensure that S3 bucket has cross-region replication enabled
99514d807d0b6e82,CTX-01-B,CTX-01,context_b,CKV_AWS_144,aws_s3_bucket.access_logs,/CTX-01/context_b/main.tf,,Ensure that S3 bucket has cross-region replication enabled
edaa23ac9c29d3ad,CTX-01-B,CTX-01,context_b,CKV_AWS_144,aws_s3_bucket.main,/CTX-01/context_b/main.tf,,Ensure that S3 bucket has cross-region replication enabled
c2eb3ddc11bf85c2,CTX-02-A,CTX-02,context_a,CKV_AWS_144,aws_s3_bucket.this,/CTX-02/context_a/main.tf,,Ensure that S3 bucket has cross-region replication enabled
39bf2d5449030c54,CTX-02-B,CTX-02,context_b,CKV_AWS_144,aws_s3_bucket.this,/CTX-02/context_b/main.tf,,Ensure that S3 bucket has cross-region replication enabled
d1a94b462b93b8a0,CTX-06-A,CTX-06,context_a,CKV_AWS_144,aws_s3_bucket.target,/CTX-06/context_a/main.tf,,Ensure that S3 bucket has cross-region replication enabled
737c43e4d988e247,CTX-06-B,CTX-06,context_b,CKV_AWS_144,aws_s3_bucket.target,/CTX-06/context_b/main.tf,,Ensure that S3 bucket has cross-region replication enabled
9338cacf41815034,CTX-10-A,CTX-10,context_a,CKV_AWS_144,aws_s3_bucket.logs,/CTX-10/context_a/main.tf,,Ensure that S3 bucket has cross-region replication enabled
373c69302dfe1f9d,CTX-10-A,CTX-10,context_a,CKV_AWS_144,aws_s3_bucket.target,/CTX-10/context_a/main.tf,,Ensure that S3 bucket has cross-region replication enabled
fb8b49aee3172943,CTX-10-B,CTX-10,context_b,CKV_AWS_144,aws_s3_bucket.logs,/CTX-10/context_b/main.tf,,Ensure that S3 bucket has cross-region replication enabled
daad559a805ab91f,CTX-10-B,CTX-10,context_b,CKV_AWS_144,aws_s3_bucket.target,/CTX-10/context_b/main.tf,,Ensure that S3 bucket has cross-region replication enabled
072a734d5f3fea9e,CTX-06-A,CTX-06,context_a,CKV_AWS_145,aws_s3_bucket.target,/CTX-06/context_a/main.tf,,Ensure that S3 buckets are encrypted with KMS by default
2792afa048e581a0,CTX-06-B,CTX-06,context_b,CKV_AWS_145,aws_s3_bucket.target,/CTX-06/context_b/main.tf,,Ensure that S3 buckets are encrypted with KMS by default
4d1462a913d9ffdf,CTX-10-A,CTX-10,context_a,CKV_AWS_145,aws_s3_bucket.logs,/CTX-10/context_a/main.tf,,Ensure that S3 buckets are encrypted with KMS by default
e71963c2c8d357cd,CTX-10-A,CTX-10,context_a,CKV_AWS_145,aws_s3_bucket.target,/CTX-10/context_a/main.tf,,Ensure that S3 buckets are encrypted with KMS by default
542e6e00d9a5d565,CTX-10-B,CTX-10,context_b,CKV_AWS_145,aws_s3_bucket.logs,/CTX-10/context_b/main.tf,,Ensure that S3 buckets are encrypted with KMS by default
ce8ea4a83ed96f9d,CTX-10-B,CTX-10,context_b,CKV_AWS_145,aws_s3_bucket.target,/CTX-10/context_b/main.tf,,Ensure that S3 buckets are encrypted with KMS by default
